Nome;Tipo de Produto;Data de vencimento;Prazo até o vencimento;PL;SR;JR;Carteira;Caixa Livre;Fundo de Reserva;R.G.;Saldo em Aplicações;I.S.;I.S. (Tranche);% de Atraso;% de PDD;Rentabilidade Média Ativos %;Desenquadramentos;Próximo Pagamento;Originador;Emissor;Tipo de Oferta Sênior;Tipos de Ativos;Status do Pool
E-ctare Pool #1;Pool;28/02/2027;597;R$ 10.290.491,32;R$ 8.332.653,96;R$ 1.957.837,36;R$ 7.276.405,77;R$ 3.553.380,10;R$ 25.000,00;R$ 1,02;R$ 0,00;19,1%;20,0%;11,1%;561.057,9%;1,8%;Concentração máx por sacado, Percentual mínimo de garantias;28/07/2025;ECTARE PAY SERVICOS DE GESTAO DE PAGAMENTOS S/A,;;Oferta Privada;CPR / Duplicata;Captação finalizada
Credmei Pool #1;Pool;15/03/2027;612;R$ 20.148.577,26;R$ 18.070.123,64;R$ 2.078.453,62;R$ 18.334.937,44;R$ 0,00;R$ 0,00;R$ 1,04;R$ 0,00;10,3%;10,0%;2,6%;458.924,2%;3,0%;"";13/04/2026;CREDMEI SECURITIZADORA S/A;;Oferta Privada;Duplicata;Captação finalizada
Pool Nexo #1;Pool;26/03/2027;623;R$ 143.882,19;R$ 76.295,49;R$ 67.586,70;R$ 0,00;R$ 6.536,47;R$ 0,00;R$ 0,00;R$ 0,00;;5,0%;;0,0%;;"";26/03/2027;AMFI CONSULTING LTDA;;Oferta Privada;Recebível de Cartão / CCB / Nota Comercial / CPR / Duplicata / Ativo Judicial;Captação finalizada
a55 Cartão Pool #1;Pool;01/04/2027;629;R$ 12.576.344,42;R$ 0,00;R$ 12.576.344,42;R$ 12.572.972,92;R$ 9.156,38;R$ 0,00;;R$ 0,00;100,0%;1,0%;10,7%;0,0%;1,6%;"";;A55 PAYMENTS LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Recebível de Cartão;Captação finalizada
Chronos Pool #1;Pool;14/06/2027;703;R$ 1.332.737,46;R$ 1.009.262,22;R$ 323.475,23;R$ 383.774,34;R$ 925.476,78;R$ 25.000,00;R$ 0,39;R$ 0,00;24,3%;25,0%;11,5%;1.513,7%;9,2%;Concentração máx por cedente em percentual;13/01/2027;CHRONOS SECURITIZADORA S/A;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Captação finalizada
Faighus Pool #1;Pool;14/06/2027;703;R$ 1.415.966,70;R$ 1.016.372,63;R$ 399.594,07;R$ 1.220.352,08;R$ 170.901,30;R$ 25.000,00;R$ 1,29;R$ 0,00;28,2%;25,0%;0,7%;286,7%;6,3%;"";13/07/2025;FAIGHUS SECURITIZADORA S.A.;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Captação finalizada
Price Pool #1 ;Pool;24/06/2027;713;R$ 944.180,98;R$ 757.581,37;R$ 186.599,61;R$ 409.179,75;R$ 510.001,23;R$ 25.000,00;R$ 0,55;R$ 0,00;19,8%;20,0%;6,5%;0,0%;6,1%;Concentração máx por sacado, Concentração máx por cedente em percentual;24/07/2025;PRICE SECURITIZADORA S/A;;Oferta Privada;Duplicata;Captação finalizada
Blipay Pool #2;Pool;13/07/2027;732;R$ 1.900.989,65;R$ 968.213,29;R$ 932.776,36;R$ 3.203.685,72;R$ 5.207,87;R$ 25.000,00;R$ 4,13;R$ 0,00;49,1%;30,0%;86,9%;1.088.980,7%;33,9%;"";13/02/2027;BLIPAY INTERMEDIACAO DE NEGOCIOS E TECNOLOGIA LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;CCB;Captação finalizada
Maralto Pool #2;Pool;06/08/2027;756;R$ 1.456.636,85;R$ 1.518.000,50;R$ 0,00;R$ 0,00;R$ 31.607,04;R$ 0,00;R$ 0,00;R$ 0,00;;0,0%;;0,0%;;"";06/08/2027;AMFI CONSULTING LTDA;;Oferta Privada;Recebível de Cartão / Nota Comercial / CPR / Duplicata / CCB / Ativo Judicial;Em captação
Credmei Pool #2;Pool;28/10/2027;839;R$ 23.090.260,90;R$ 20.738.122,46;R$ 2.352.138,44;R$ 21.053.677,36;R$ 378.865,57;R$ 0,00;R$ 1,05;R$ 0,00;10,2%;10,0%;0,8%;198.960,1%;2,8%;"";14/10/2027;CREDMEI SECURITIZADORA S/A;;Oferta Privada;Duplicata;Captação finalizada
AmFi Renda Mensal;Pool;19/11/2027;861;R$ 4.644.053,59;R$ 1.988.534,95;R$ 584.379,44;R$ 0,00;R$ 10.718,80;R$ 0,00;R$ 0,00;R$ 0,00;;25,0%;;0,0%;;"";21/07/2025;AMFI CONSULTING LTDA;;Oferta Pública;CCB / Recebível de Cartão / Duplicata / Nota Comercial;Captação finalizada
B.Invest Pool #1;Pool;23/11/2027;865;R$ 47.755.210,47;R$ 38.302.881,92;R$ 7.763.107,85;R$ 39.416.795,82;R$ 5.670.828,81;R$ 18.000,00;R$ 1,09;R$ 1.006.047,85;16,6%;15,0%;2,8%;197.032,4%;3,1%;"";21/12/2026;B.Invest Securitizadora de Créditos S.A.;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Em captação
Formento Pool #4;Pool;02/12/2027;874;R$ 2.561.965,95;R$ 2.043.001,81;R$ 518.964,14;R$ 2.480.233,37;R$ 56.732,58;R$ 25.000,00;R$ 1,26;R$ 0,00;20,3%;20,0%;;0,0%;4,2%;"";02/08/2025;Formento Securitizadora S.A.;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Captação finalizada
Baru Pool #2;Pool;10/12/2027;882;R$ 6.764.185,26;R$ 5.078.634,19;R$ 1.685.551,07;R$ 6.676.280,27;R$ 63.008,53;R$ 25.000,00;R$ 1,67;R$ 0,00;24,9%;25,0%;0,5%;103,5%;1,9%;Concentração máx por sacado, Nível crítico de Subordinação da tranche Sênior;10/08/2025;GRIFFIN CAPITAL S.A. SECURITIZADORA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;CCB;Captação finalizada
BMDC Pool #2;Pool;30/12/2027;902;R$ 650.311,18;R$ 451.031,00;R$ 199.280,18;R$ 535.536,42;R$ 89.774,76;R$ 25.000,00;R$ 1,59;R$ 0,00;31,4%;20,0%;;0,0%;2,0%;Concentração máx por sacado;30/12/2027;BMDC SECURITIZADORA SA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;CCB;Em captação
UnionNational Pool #5;Pool;03/01/2028;906;R$ 9.779.430,68;R$ 7.639.824,74;R$ 2.139.605,94;R$ 8.173.830,72;R$ 1.587.696,52;R$ 30.000,00;R$ 1,10;R$ 0,00;21,8%;20,0%;0,9%;12.096,6%;2,1%;"";02/02/2027;SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.;;Oferta Privada;Duplicata;Em captação
Poenatela Pool #1;Pool;03/01/2028;906;R$ 11.287.107,62;R$ 8.203.125,35;R$ 3.083.982,28;R$ 10.654.377,49;R$ 655.923,33;R$ 22.500,00;R$ 1,34;R$ 0,00;27,4%;20,0%;5,1%;36.213,4%;3,7%;"";02/02/2027;RM2 SECURITIZADORA S.A;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Captação finalizada
Digcap Pool #4;Pool;14/02/2028;948;R$ 1.835.820,41;R$ 1.612.361,25;R$ 223.459,16;R$ 1.807.909,74;R$ 12.910,67;R$ 15.000,00;R$ 1,80;R$ 0,00;12,2%;10,0%;;0,0%;3,7%;"";14/02/2028;Digcap Intermediação de Créditos Judiciais Ltda	;;Oferta Pública;Ativo Judicial;Captação finalizada
a55 Cartão Pool #2;Pool;14/02/2028;948;R$ 11.276.285,22;R$ 10.146.936,45;R$ 1.129.348,77;R$ 11.279.433,39;R$ 30.701,15;R$ 25.000,00;R$ 1,31;R$ 0,00;10,0%;10,0%;0,5%;50.763,4%;1,6%;"";14/09/2027;A55 PAYMENTS LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Recebível de Cartão;Em captação
Formento Pool #3;Pool;01/03/2028;964;R$ 2.575.644,48;R$ 2.076.032,45;R$ 499.612,03;R$ 2.569.277,13;R$ 117,35;R$ 6.250,00;R$ 1,27;R$ 0,00;19,4%;20,0%;1,3%;0,0%;2,3%;"";30/09/2025;Formento Securitizadora S.A.;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Captação finalizada
AFA Pool #1;Pool;07/03/2028;970;R$ 26.947.211,16;R$ 21.246.971,38;R$ 1.955.480,91;R$ 5.187.486,90;R$ 1.202.737,59;R$ 30.000,00;R$ 0,25;R$ 20.546.537,93;21,2%;25,0%;6,5%;19.551,3%;2,7%;"";07/10/2026;AFA CONSULTORIA DE CREDITO UNIPESSOAL LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Captação finalizada
LeCapital Pool #1;Pool;17/03/2028;980;R$ 8.761.240,59;R$ 6.555.273,93;R$ 2.205.966,66;R$ 2.205.809,55;R$ 4.707.501,40;R$ 30.000,00;R$ 0,34;R$ 1.817.929,64;25,2%;25,0%;;0,0%;3,6%;"";17/10/2026;LECAPITAL SECURITIZADORA S/A;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Captação finalizada
Up Vendas Pool #2;Pool;28/04/2028;1022;R$ 4.950.064,47;R$ 3.323.858,45;R$ 1.626.206,02;R$ 4.825.988,82;R$ 414.013,28;R$ 7.500,00;R$ 1,52;R$ 0,00;33,9%;20,0%;7,0%;23.530,8%;1,8%;"";31/05/2027;Up Vendas;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Recebível de Cartão;Em captação
AmFi Renda Mensal #2;Pool;05/06/2028;1060;R$ 235.486,56;R$ 153.894,17;R$ 51.705,21;R$ 0,00;R$ 25.000,00;R$ 0,00;R$ 0,00;R$ 0,00;;25,0%;;0,0%;;"";05/08/2025;AMFI CONSULTING LTDA;;Oferta Pública;Duplicata / CPR / Nota Comercial / CCB / Ativo Judicial;Em captação
 LC INVESTE Private;Pool;31/08/2028;1147;R$ 457,80;R$ 0,00;R$ 457,80;R$ 0,00;R$ 457,80;R$ 0,00;;R$ 0,00;100,0%;99,0%;;0,0%;;"";;LC Investe LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Ativo Judicial;Captação finalizada
Pool Nexo #2;Pool;31/03/2029;1359;R$ 633.356,05;R$ 636.423,15;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;0,0%;;0,0%;;"";31/03/2029;AMFI CONSULTING LTDA;;Oferta Privada;Recebível de Cartão / CCB / Nota Comercial / CPR / Duplicata / Ativo Judicial;Em captação
AmFi Alta Liquidez;Pool;;;R$ 4.954.855,15;R$ 2.158.749,89;R$ 1.040.937,18;R$ 0,00;R$ 33.163,58;R$ 0,00;R$ 0,00;R$ 0,00;;40,0%;;0,0%;;"";;AMFI CONSULTING LTDA;;Oferta Pública;Recebível de Cartão / Nota Comercial / CCB / CPR / Ativo Judicial / Duplicata;Captação finalizada
AmFi Alta Liquidez #2;Pool;;;R$ 3.770.883,01;R$ 2.044.419,73;R$ 565.239,40;R$ 0,00;R$ 25.000,01;R$ 0,00;R$ 0,00;R$ 0,00;;40,0%;;0,0%;;"";;AMFI CONSULTING LTDA;;Oferta Pública;Recebível de Cartão / CCB / Nota Comercial / CPR / Duplicata / Ativo Judicial;Em captação
