Nome;Tipo de Produto;Data de vencimento;Prazo até o vencimento;PL;SR;JR;Carteira;Caixa Livre;Fundo de Reserva;R.G.;Saldo em Aplicações;I.S.;I.S. (Tranche);% de Atraso;% de PDD;Rentabilidade Média Ativos %;Desenquadramentos;Próximo Pagamento;Originador;Emissor;Tipo de Oferta Sênior;Tipos de Ativos;Status do Pool
Credmei Pool #1;Pool;15/03/2027;621;R$ 22.393.665,68;R$ 17.994.486,81;R$ 4.399.178,87;R$ 19.339.725,41;R$ 0,00;R$ 0,00;R$ 1,10;R$ 0,00;19,6%;10,0%;5,4%;423.134,4%;3,0%;"";13/04/2026;CREDMEI SECURITIZADORA S/A;;Oferta Privada;Duplicata;Captação finalizada
Pool Nexo #1;Pool;26/03/2027;632;R$ 143.232,59;R$ 75.987,05;R$ 67.245,55;R$ 0,00;R$ 1.142,14;R$ 0,00;R$ 0,00;R$ 0,00;;5,0%;;0,0%;;"";26/03/2027;AMFI CONSULTING LTDA;;Oferta Privada;Recebível de Cartão / CCB / Nota Comercial / CPR / Duplicata / Ativo Judicial;Captação finalizada
a55 Cartão Pool #1;Pool;01/04/2027;638;R$ 12.527.224,32;R$ 0,00;R$ 12.527.224,32;R$ 12.501.864,61;R$ 25.266,24;R$ 0,00;;R$ 0,00;100,0%;1,0%;3,5%;0,0%;1,6%;"";;A55 PAYMENTS LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Recebível de Cartão;Captação finalizada
Faighus Pool #1;Pool;14/06/2027;712;R$ 1.396.857,22;R$ 1.010.296,78;R$ 386.560,44;R$ 900.513,72;R$ 471.727,71;R$ 25.000,00;R$ 0,96;R$ 0,00;27,7%;25,0%;0,2%;384,2%;6,8%;"";13/07/2025;FAIGHUS SECURITIZADORA S.A.;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Captação finalizada
Chronos Pool #1;Pool;14/06/2027;712;R$ 1.325.225,01;R$ 1.003.358,21;R$ 321.866,80;R$ 374.748,23;R$ 925.476,78;R$ 25.000,00;R$ 0,39;R$ 0,00;24,3%;25,0%;;0,0%;9,2%;Concentração máx por cedente em percentual;13/01/2027;CHRONOS SECURITIZADORA S/A;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Captação finalizada
Price Pool #1 ;Pool;24/06/2027;722;R$ 938.118,34;R$ 753.149,64;R$ 184.968,70;R$ 290.662,69;R$ 622.455,65;R$ 25.000,00;R$ 0,40;R$ 0,00;19,7%;20,0%;;0,0%;5,7%;Concentração máx por sacado, Concentração máx por cedente em percentual;24/07/2025;PRICE SECURITIZADORA S/A;;Oferta Privada;Duplicata;Captação finalizada
Blipay Pool #2;Pool;13/07/2027;741;R$ 1.223.772,82;R$ 962.425,34;R$ 261.347,48;R$ 2.189.138,04;R$ 670.497,87;R$ 25.000,00;R$ 2,65;R$ 0,00;21,4%;30,0%;167,2%;1.265.907,4%;35,4%;Nível crítico de Subordinação da tranche Sênior;13/02/2027;BLIPAY INTERMEDIACAO DE NEGOCIOS E TECNOLOGIA LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;CCB;Captação finalizada
Maralto Pool #2;Pool;06/08/2027;765;R$ 1.405.531,56;R$ 1.508.910,19;R$ 0,00;R$ 0,00;R$ 80.045,94;R$ 0,00;R$ 0,00;R$ 0,00;;0,0%;;0,0%;;"";06/08/2027;AMFI CONSULTING LTDA;;Oferta Privada;Recebível de Cartão / Nota Comercial / CPR / Duplicata / CCB / Ativo Judicial;Em captação
Credmei Pool #2;Pool;28/10/2027;848;R$ 23.581.390,95;R$ 20.611.809,42;R$ 2.969.581,53;R$ 22.660.133,48;R$ 0,00;R$ 0,00;R$ 1,14;R$ 0,00;12,6%;10,0%;5,4%;220.129,8%;2,8%;"";14/10/2027;CREDMEI SECURITIZADORA S/A;;Oferta Privada;Duplicata;Captação finalizada
AmFi Renda Mensal;Pool;19/11/2027;870;R$ 4.620.611,60;R$ 1.977.933,90;R$ 583.387,68;R$ 0,00;R$ 26.243,03;R$ 0,00;R$ 0,00;R$ 0,00;;25,0%;;0,0%;;"";21/07/2025;AMFI CONSULTING LTDA;;Oferta Pública;CCB / Recebível de Cartão / Duplicata / Nota Comercial;Captação finalizada
B.Invest Pool #1;Pool;23/11/2027;874;R$ 45.611.136,97;R$ 38.103.713,72;R$ 5.828.300,67;R$ 38.984.940,71;R$ 1.719.105,41;R$ 18.000,00;R$ 1,07;R$ 5.002.496,88;16,5%;15,0%;3,5%;108.095,7%;3,1%;"";21/12/2026;B.Invest Securitizadora de Créditos S.A.;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Em captação
Formento Pool #4;Pool;02/12/2027;883;R$ 2.535.611,40;R$ 2.031.710,56;R$ 503.900,84;R$ 2.222.898,78;R$ 287.712,62;R$ 25.000,00;R$ 1,14;R$ 0,00;19,9%;20,0%;0,5%;0,0%;3,9%;Concentração máx por sacado, Concentração máx por cedente em percentual;02/07/2025;Formento Securitizadora S.A.;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Captação finalizada
Baru Pool #2;Pool;10/12/2027;891;R$ 6.759.089,08;R$ 5.050.896,12;R$ 1.708.192,96;R$ 6.727.717,23;R$ 6.458,77;R$ 25.000,00;R$ 1,70;R$ 0,00;25,3%;25,0%;0,3%;86,9%;1,9%;Concentração máx por sacado;10/07/2025;GRIFFIN CAPITAL S.A. SECURITIZADORA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;CCB;Captação finalizada
Poenatela Pool #1;Pool;03/01/2028;915;R$ 11.200.962,89;R$ 8.190.015,87;R$ 3.010.947,02;R$ 11.157.756,19;R$ 50.356,20;R$ 22.500,00;R$ 1,40;R$ 0,00;26,9%;20,0%;11,5%;29.649,5%;3,8%;"";02/02/2027;RM2 SECURITIZADORA S.A;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Captação finalizada
UnionNational Pool #5;Pool;03/01/2028;915;R$ 9.742.627,19;R$ 7.628.612,62;R$ 2.114.014,57;R$ 8.518.996,90;R$ 1.204.021,18;R$ 30.000,00;R$ 1,14;R$ 0,00;21,7%;20,0%;1,0%;10.390,9%;2,1%;"";02/02/2027;SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.;;Oferta Privada;Duplicata;Em captação
a55 Cartão Pool #2;Pool;14/02/2028;957;R$ 10.961.534,52;R$ 9.891.358,18;R$ 1.070.176,33;R$ 11.047.837,25;R$ 0,00;R$ 25.000,00;R$ 1,13;R$ 0,00;9,8%;10,0%;8,9%;110.478,4%;1,6%;"";14/09/2027;A55 PAYMENTS LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Recebível de Cartão;Captação finalizada
Digcap Pool #4;Pool;14/02/2028;957;R$ 1.811.766,59;R$ 1.605.294,26;R$ 206.472,33;R$ 1.798.592,95;R$ 0,00;R$ 15.000,00;R$ 1,81;R$ 0,00;11,4%;10,0%;;0,0%;3,7%;"";14/02/2028;Digcap Intermediação de Créditos Judiciais Ltda	;;Oferta Pública;Ativo Judicial;Captação finalizada
Formento Pool #3;Pool;01/03/2028;973;R$ 2.566.599,70;R$ 2.072.431,45;R$ 494.168,25;R$ 2.524.074,17;R$ 36.275,53;R$ 6.250,00;R$ 1,26;R$ 0,00;19,3%;20,0%;4,4%;0,0%;2,3%;"";30/09/2025;Formento Securitizadora S.A.;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Captação finalizada
AFA Pool #1;Pool;07/03/2028;979;R$ 26.961.609,18;R$ 21.133.701,88;R$ 2.104.572,51;R$ 5.488.892,43;R$ 922.446,97;R$ 30.000,00;R$ 0,26;R$ 20.522.058,13;21,6%;25,0%;0,3%;1.788,4%;2,6%;"";07/10/2026;AFA CONSULTORIA DE CREDITO UNIPESSOAL LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Captação finalizada
LeCapital Pool #1;Pool;17/03/2028;989;R$ 8.694.723,44;R$ 6.521.187,67;R$ 2.173.535,77;R$ 2.829.822,05;R$ 1.503.331,07;R$ 30.000,00;R$ 0,45;R$ 4.331.570,32;25,0%;25,0%;0,9%;0,0%;3,8%;"";17/10/2026;LECAPITAL SECURITIZADORA S/A;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Captação finalizada
Up Vendas Pool #2;Pool;28/04/2028;1031;R$ 3.968.894,68;R$ 2.532.323,23;R$ 1.436.571,45;R$ 3.411.432,89;R$ 655.084,59;R$ 7.500,00;R$ 1,42;R$ 0,00;20,1%;20,0%;1,9%;17.057,2%;1,8%;"";31/05/2027;Up Vendas;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Recebível de Cartão;Captação finalizada
AmFi Renda Mensal #2;Pool;05/06/2028;1069;R$ 108.088,18;R$ 52.797,28;R$ 25.574,71;R$ 0,00;R$ 33.110,22;R$ 5.000,00;R$ 0,00;R$ 0,00;;25,0%;;0,0%;;"";05/06/2028;AMFI CONSULTING LTDA;;Oferta Pública;Duplicata / CPR / Nota Comercial / CCB / Ativo Judicial;Em captação
 LC INVESTE Private;Pool;31/08/2028;1156;R$ 457,80;R$ 0,00;R$ 457,80;R$ 0,00;R$ 457,80;R$ 0,00;;R$ 0,00;100,0%;99,0%;;0,0%;;"";;LC Investe LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Ativo Judicial;Captação finalizada
Pool Nexo #2;Pool;31/03/2029;1368;R$ 633.103,17;R$ 633.282,18;R$ 0,00;R$ 0,00;R$ 21.654,83;R$ 0,00;R$ 0,00;R$ 0,00;;0,0%;;0,0%;;"";31/03/2029;AMFI CONSULTING LTDA;;Oferta Privada;Recebível de Cartão / CCB / Nota Comercial / CPR / Duplicata / Ativo Judicial;Em captação
AmFi Alta Liquidez #2;Pool;;;R$ 3.276.964,99;R$ 1.836.180,92;R$ 488.895,55;R$ 0,00;R$ 50.168,03;R$ 0,00;R$ 0,00;R$ 0,00;;40,0%;;0,0%;;"";;AMFI CONSULTING LTDA;;Oferta Pública;Recebível de Cartão / CCB / Nota Comercial / CPR / Duplicata / Ativo Judicial;Em captação
AmFi Alta Liquidez;Pool;;;R$ 4.931.225,84;R$ 2.150.288,71;R$ 1.035.355,29;R$ 0,00;R$ 58.592,51;R$ 0,00;R$ 0,00;R$ 0,00;;40,0%;;0,0%;;"";;AMFI CONSULTING LTDA;;Oferta Pública;Recebível de Cartão / Nota Comercial / CCB / CPR / Ativo Judicial / Duplicata;Captação finalizada
