Nome;Tipo de Produto;Data de vencimento;Prazo até o vencimento;PL;SR;JR;Carteira;Caixa Livre;Fundo de Reserva;R.G.;Saldo em Aplicações;I.S.;I.S. (Tranche);% de Atraso;% de PDD;Rentabilidade Média Ativos %;Desenquadramentos;Próximo Pagamento;Originador;Emissor;Tipo de Oferta Sênior;Tipos de Ativos;Status do Pool
SuperSim Pool #1;Pool;27/02/2026;242;R$ 16.410.795,68;R$ 6.937.307,90;R$ 9.473.487,77;R$ 19.148.925,62;R$ 1.115.094,80;R$ 100.000,00;R$ 3,17;R$ 1.818.902,56;56,5%;35,0%;50,0%;5.366.440,5%;41,9%;"";27/01/2026;SUPERSIM ANÁLISE DE DADOS E CORRESPONDENTE BANCÁRIO LTDA;;Oferta Privada;CCB;Captação finalizada
UnionNational Pool #3;Pool;18/06/2026;353;R$ 889.806,15;R$ 664.903,45;R$ 224.902,70;R$ 869.824,58;R$ 9.981,57;R$ 10.000,00;R$ 1,33;R$ 0,00;25,3%;20,0%;11,6%;0,0%;2,1%;"";18/06/2026;SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.;;Oferta Pública;Duplicata;Captação finalizada
BMDC Pool #1;Pool;22/08/2026;418;R$ 1.161.834,61;R$ 913.874,09;R$ 247.960,52;R$ 1.132.233,93;R$ 20.600,68;R$ 9.000,00;R$ 1,44;R$ 0,00;21,3%;20,0%;;0,0%;2,1%;Concentração máx por sacado;22/09/2025;BMDC SECURITIZADORA SA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;CCB;Captação finalizada
Digcap Pool #3;Pool;03/10/2026;460;R$ 2.203.993,46;R$ 1.380.323,93;R$ 823.669,53;R$ 2.198.783,69;R$ 0,01;R$ 5.000,00;R$ 2,03;R$ 0,00;35,8%;15,0%;9,9%;0,0%;4,5%;"";28/03/2026;Digcap Intermediação de Créditos Judiciais Ltda	;;Oferta Pública;Ativo Judicial;Captação finalizada
Formento Pool #2;Pool;23/10/2026;480;R$ 2.231.558,70;R$ 1.739.642,83;R$ 491.915,87;R$ 2.213.790,09;R$ 14.435,28;R$ 3.333,33;R$ 1,32;R$ 0,00;22,0%;20,0%;1,5%;0,0%;2,4%;"";23/10/2026;Formento Securitizadora S.A.;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;Duplicata;Captação finalizada
Pool Maralto #1;Pool;26/10/2026;483;R$ 87.491,10;R$ 90.904,52;R$ 0,00;R$ 0,00;R$ 107,70;R$ 0,00;R$ 0,00;R$ 0,00;;0,0%;;0,0%;;"";27/10/2026;AMFI CONSULTING LTDA;;Oferta Privada;Recebível de Cartão / CCB / Nota Comercial / CPR / Duplicata / Ativo Judicial;Captação finalizada
DS Pool #2;Pool;11/11/2026;499;R$ 1.452.152,91;R$ 1.575.635,32;R$ 0,00;R$ 2.048.826,49;R$ 0,00;R$ 2.500,00;R$ 1,30;R$ 0,00;-8,5%;20,0%;141,1%;596.866,3%;3,2%;Concentração máx por sacado, Nível crítico de Subordinação da tranche Sênior;11/11/2026;DS SECURITIZADORA S/A;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;Duplicata;Captação finalizada
Zero Paralelo Pool #1;Pool;25/12/2026;543;R$ 69.108,60;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2.866,67;R$ 0,00;;R$ 0,00;;0,0%;;0,0%;;"";25/12/2026;AMFI CONSULTING LTDA;;Oferta Pública;Recebível de Cartão / CCB / Nota Comercial / CPR / Duplicata / Ativo Judicial;Captação finalizada
E-ctare Pool #1;Pool;28/02/2027;608;R$ 10.419.905,18;R$ 8.275.583,35;R$ 2.144.321,82;R$ 6.874.638,77;R$ 3.921.148,87;R$ 25.000,00;R$ 0,97;R$ 0,00;19,8%;20,0%;7,8%;400.882,5%;1,8%;Percentual mínimo de garantias;28/07/2025;ECTARE PAY SERVICOS DE GESTAO DE PAGAMENTOS S/A,;;Oferta Privada;CPR / Duplicata;Captação finalizada
Credmei Pool #1;Pool;15/03/2027;623;R$ 22.292.160,84;R$ 17.972.934,50;R$ 4.319.226,34;R$ 19.188.065,87;R$ 0,00;R$ 0,00;R$ 1,10;R$ 0,00;19,4%;10,0%;3,2%;502.752,5%;3,0%;"";13/04/2026;CREDMEI SECURITIZADORA S/A;;Oferta Privada;Duplicata;Captação finalizada
Pool Nexo #1;Pool;26/03/2027;634;R$ 143.088,54;R$ 75.899,15;R$ 67.189,39;R$ 0,00;R$ 1.142,14;R$ 0,00;R$ 0,00;R$ 0,00;;5,0%;;0,0%;;"";26/03/2027;AMFI CONSULTING LTDA;;Oferta Privada;Recebível de Cartão / CCB / Nota Comercial / CPR / Duplicata / Ativo Judicial;Captação finalizada
a55 Cartão Pool #1;Pool;01/04/2027;640;R$ 12.522.660,98;R$ 0,00;R$ 12.522.660,98;R$ 11.813.412,43;R$ 709.155,17;R$ 0,00;;R$ 0,00;100,0%;1,0%;0,5%;0,0%;1,6%;"";;A55 PAYMENTS LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Recebível de Cartão;Captação finalizada
Faighus Pool #1;Pool;14/06/2027;714;R$ 1.397.578,09;R$ 1.008.567,50;R$ 389.010,58;R$ 858.716,67;R$ 513.926,88;R$ 25.000,00;R$ 0,92;R$ 0,00;30,2%;25,0%;;65,5%;6,7%;"";13/07/2025;FAIGHUS SECURITIZADORA S.A.;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Captação finalizada
Chronos Pool #1;Pool;14/06/2027;714;R$ 1.327.032,83;R$ 1.001.677,70;R$ 325.355,13;R$ 372.556,05;R$ 929.476,78;R$ 25.000,00;R$ 0,40;R$ 0,00;27,0%;25,0%;;0,0%;9,2%;Concentração máx por cedente em percentual;13/01/2027;CHRONOS SECURITIZADORA S/A;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Em captação
Price Pool #1 ;Pool;24/06/2027;724;R$ 938.138,42;R$ 751.888,20;R$ 186.250,22;R$ 285.702,41;R$ 627.436,01;R$ 25.000,00;R$ 0,39;R$ 0,00;22,9%;20,0%;;0,0%;5,7%;Concentração máx por sacado, Concentração máx por cedente em percentual;24/07/2025;PRICE SECURITIZADORA S/A;;Oferta Privada;Duplicata;Em captação
Blipay Pool #2;Pool;13/07/2027;743;R$ 1.363.771,02;R$ 960.778,00;R$ 402.993,02;R$ 2.179.678,59;R$ 672.566,87;R$ 25.000,00;R$ 2,66;R$ 0,00;30,0%;30,0%;93,8%;1.118.518,8%;35,4%;Nível crítico de Subordinação da tranche Sênior;13/02/2027;BLIPAY INTERMEDIACAO DE NEGOCIOS E TECNOLOGIA LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;CCB;Captação finalizada
Maralto Pool #2;Pool;06/08/2027;767;R$ 1.399.949,19;R$ 1.502.419,02;R$ 0,00;R$ 0,00;R$ 68.360,36;R$ 0,00;R$ 0,00;R$ 0,00;;0,0%;;0,0%;;"";06/08/2027;AMFI CONSULTING LTDA;;Oferta Privada;Recebível de Cartão / Nota Comercial / CPR / Duplicata / CCB / Ativo Judicial;Em captação
Credmei Pool #2;Pool;28/10/2027;850;R$ 23.614.628,88;R$ 20.575.861,50;R$ 3.038.767,38;R$ 22.537.899,84;R$ 0,00;R$ 0,00;R$ 1,13;R$ 0,00;12,9%;10,0%;0,7%;163.750,2%;2,8%;"";14/10/2027;CREDMEI SECURITIZADORA S/A;;Oferta Privada;Duplicata;Captação finalizada
AmFi Renda Mensal;Pool;19/11/2027;872;R$ 4.615.438,98;R$ 1.974.915,42;R$ 584.606,54;R$ 0,00;R$ 5.245,24;R$ 0,00;R$ 0,00;R$ 0,00;;25,0%;;0,0%;;"";21/07/2025;AMFI CONSULTING LTDA;;Oferta Pública;CCB / Recebível de Cartão / Duplicata / Nota Comercial;Captação finalizada
B.Invest Pool #1;Pool;23/11/2027;876;R$ 45.589.137,65;R$ 38.046.998,98;R$ 5.865.890,17;R$ 39.477.664,58;R$ 1.174.884,45;R$ 18.000,00;R$ 1,09;R$ 5.001.497,97;16,5%;15,0%;1,9%;83.328,3%;3,1%;"";21/12/2026;B.Invest Securitizadora de Créditos S.A.;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Em captação
Formento Pool #4;Pool;02/12/2027;885;R$ 2.531.936,72;R$ 2.028.495,96;R$ 503.440,76;R$ 1.976.962,17;R$ 529.974,55;R$ 25.000,00;R$ 1,02;R$ 0,00;22,3%;20,0%;;0,0%;3,8%;Concentração máx por cedente em percentual;02/07/2025;Formento Securitizadora S.A.;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Em captação
Baru Pool #2;Pool;10/12/2027;893;R$ 6.752.525,58;R$ 5.042.998,82;R$ 1.709.526,76;R$ 6.719.276,02;R$ 8.260,25;R$ 25.000,00;R$ 1,70;R$ 0,00;25,3%;25,0%;0,0%;10,7%;1,9%;Concentração máx por sacado;10/07/2025;GRIFFIN CAPITAL S.A. SECURITIZADORA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;CCB;Captação finalizada
UnionNational Pool #5;Pool;03/01/2028;917;R$ 9.738.741,61;R$ 7.616.684,95;R$ 2.122.056,67;R$ 8.503.892,55;R$ 1.215.782,51;R$ 30.000,00;R$ 1,14;R$ 0,00;21,8%;20,0%;1,2%;10.933,4%;2,1%;"";02/02/2027;SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.;;Oferta Privada;Duplicata;Em captação
Poenatela Pool #1;Pool;03/01/2028;917;R$ 11.194.553,20;R$ 8.176.905,02;R$ 3.017.648,18;R$ 11.154.076,33;R$ 36.150,97;R$ 22.500,00;R$ 1,40;R$ 0,00;27,0%;20,0%;3,2%;18.174,1%;3,8%;"";02/02/2027;RM2 SECURITIZADORA S.A;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Captação finalizada
Digcap Pool #4;Pool;14/02/2028;959;R$ 1.810.259,91;R$ 1.603.728,02;R$ 206.531,89;R$ 1.746.188,39;R$ 49.071,52;R$ 15.000,00;R$ 1,77;R$ 0,00;11,4%;10,0%;;0,0%;3,8%;"";14/02/2028;Digcap Intermediação de Créditos Judiciais Ltda	;;Oferta Pública;Ativo Judicial;Captação finalizada
a55 Cartão Pool #2;Pool;14/02/2028;959;R$ 11.019.718,59;R$ 9.877.763,52;R$ 1.141.955,07;R$ 10.959.134,36;R$ 84.501,42;R$ 25.000,00;R$ 1,12;R$ 0,00;10,8%;10,0%;8,8%;48.917,2%;1,6%;"";14/09/2027;A55 PAYMENTS LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Recebível de Cartão;Em captação
Formento Pool #3;Pool;01/03/2028;975;R$ 2.582.640,84;R$ 2.069.036,91;R$ 513.603,93;R$ 2.579.456,74;R$ 0,00;R$ 6.250,00;R$ 1,28;R$ 0,00;20,4%;20,0%;1,9%;0,0%;2,3%;"";30/06/2025;Formento Securitizadora S.A.;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Captação finalizada
AFA Pool #1;Pool;07/03/2028;981;R$ 26.982.592,26;R$ 21.101.450,22;R$ 2.163.905,87;R$ 5.454.209,50;R$ 981.756,02;R$ 30.000,00;R$ 0,26;R$ 20.516.626,74;22,2%;25,0%;;0,0%;2,6%;"";07/10/2026;AFA CONSULTORIA DE CREDITO UNIPESSOAL LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Captação finalizada
LeCapital Pool #1;Pool;17/03/2028;991;R$ 8.694.212,94;R$ 6.511.481,33;R$ 2.182.731,61;R$ 2.822.864,66;R$ 1.510.642,89;R$ 30.000,00;R$ 0,45;R$ 4.330.705,39;25,1%;25,0%;;0,0%;3,8%;"";17/10/2026;LECAPITAL SECURITIZADORA S/A;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Captação finalizada
Up Vendas Pool #2;Pool;28/04/2028;1033;R$ 3.181.371,48;R$ 2.528.746,09;R$ 652.625,39;R$ 3.187.683,94;R$ 72.840,75;R$ 7.500,00;R$ 1,33;R$ 0,00;19,1%;20,0%;0,0%;0,0%;1,7%;"";31/05/2027;Up Vendas;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Recebível de Cartão;Captação finalizada
AmFi Renda Mensal #2;Pool;05/06/2028;1071;R$ 103.069,81;R$ 47.776,21;R$ 25.626,07;R$ 0,00;R$ 27.743,60;R$ 5.000,00;R$ 0,00;R$ 0,00;;25,0%;;0,0%;;"";05/06/2028;AMFI CONSULTING LTDA;;Oferta Pública;Duplicata / CPR / Nota Comercial / CCB / Ativo Judicial;Em captação
 LC INVESTE Private;Pool;31/08/2028;1158;R$ 457,80;R$ 0,00;R$ 457,80;R$ 0,00;R$ 457,80;R$ 0,00;;R$ 0,00;100,0%;99,0%;;0,0%;;"";;LC Investe LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Ativo Judicial;Captação finalizada
Pool Nexo #2;Pool;31/03/2029;1370;R$ 632.416,90;R$ 632.387,61;R$ 29,29;R$ 0,00;R$ 21.654,83;R$ 0,00;R$ 0,00;R$ 0,00;;0,0%;;0,0%;;"";31/03/2029;AMFI CONSULTING LTDA;;Oferta Privada;Recebível de Cartão / CCB / Nota Comercial / CPR / Duplicata / Ativo Judicial;Em captação
AmFi Alta Liquidez #2;Pool;;;R$ 3.262.570,66;R$ 1.822.140,82;R$ 490.029,63;R$ 0,00;R$ 20.054,47;R$ 0,00;R$ 0,00;R$ 0,00;;40,0%;;0,0%;;"";;AMFI CONSULTING LTDA;;Oferta Pública;Recebível de Cartão / CCB / Nota Comercial / CPR / Duplicata / Ativo Judicial;Em captação
AmFi Alta Liquidez;Pool;;;R$ 4.926.056,74;R$ 2.147.251,23;R$ 1.035.952,96;R$ 0,00;R$ 0,01;R$ 0,00;R$ 0,00;R$ 0,00;;40,0%;;0,0%;;"";;AMFI CONSULTING LTDA;;Oferta Pública;Recebível de Cartão / Nota Comercial / CCB / CPR / Ativo Judicial / Duplicata;Captação finalizada
