Nome;Tipo de Produto;Data de vencimento;Prazo até o vencimento;PL;SR;JR;Carteira;Caixa Livre;Fundo de Reserva;R.G.;Saldo em Aplicações;I.S.;I.S. (Tranche);% de Atraso;% de PDD;Rentabilidade Média Ativos %;Desenquadramentos;Próximo Pagamento;Originador;Emissor;Tipo de Oferta Sênior;Tipos de Ativos;Status do Pool
SuperSim Pool #1;Pool;27/02/2026;235;R$ 16.513.887,38;R$ 6.967.082,68;R$ 9.546.804,70;R$ 19.864.080,67;R$ 1.572.265,80;R$ 100.000,00;R$ 3,18;R$ 1.819.195,45;57,5%;35,0%;51,2%;6.069.112,9%;41,6%;"";27/01/2026;SUPERSIM ANÁLISE DE DADOS E CORRESPONDENTE BANCÁRIO LTDA;;Oferta Privada;CCB;Captação finalizada
UnionNational Pool #3;Pool;18/06/2026;346;R$ 893.483,58;R$ 667.446,98;R$ 226.036,60;R$ 821.303,72;R$ 62.179,86;R$ 10.000,00;R$ 1,25;R$ 0,00;25,3%;20,0%;;0,0%;2,1%;"";18/06/2026;SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.;;Oferta Pública;Duplicata;Captação finalizada
BMDC Pool #1;Pool;22/08/2026;411;R$ 1.165.267,80;R$ 917.384,62;R$ 247.883,18;R$ 1.135.412,97;R$ 37.212,19;R$ 9.000,00;R$ 1,43;R$ 0,00;21,3%;20,0%;;0,0%;2,1%;"";22/09/2025;BMDC SECURITIZADORA SA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;CCB;Captação finalizada
Digcap Pool #3;Pool;03/10/2026;453;R$ 2.221.208,63;R$ 1.385.096,28;R$ 836.112,34;R$ 2.217.793,88;R$ 0,00;R$ 5.000,00;R$ 2,03;R$ 0,00;37,6%;15,0%;9,8%;0,0%;4,5%;"";28/03/2026;Digcap Intermediação de Créditos Judiciais Ltda	;;Oferta Pública;Ativo Judicial;Captação finalizada
Formento Pool #2;Pool;23/10/2026;473;R$ 2.242.167,44;R$ 1.746.461,50;R$ 495.705,94;R$ 2.238.824,82;R$ 9,29;R$ 3.333,33;R$ 1,34;R$ 0,00;22,1%;20,0%;0,3%;0,0%;2,7%;"";23/10/2026;Formento Securitizadora S.A.;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;Duplicata;Captação finalizada
Pool Maralto #1;Pool;26/10/2026;476;R$ 87.774,01;R$ 91.226,34;R$ 0,00;R$ 0,00;R$ 107,70;R$ 0,00;R$ 0,00;R$ 0,00;;0,0%;;0,0%;;"";27/10/2026;AMFI CONSULTING LTDA;;Oferta Privada;Recebível de Cartão / CCB / Nota Comercial / CPR / Duplicata / Ativo Judicial;Captação finalizada
DS Pool #2;Pool;11/11/2026;492;R$ 1.446.948,24;R$ 1.582.397,91;R$ 0,00;R$ 2.048.826,49;R$ 0,00;R$ 2.500,00;R$ 1,29;R$ 0,00;-9,4%;20,0%;141,6%;602.019,0%;3,2%;Concentração máx por sacado, Nível crítico de Subordinação da tranche Sênior;11/11/2026;DS SECURITIZADORA S/A;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;Duplicata;Captação finalizada
Zero Paralelo Pool #1;Pool;25/12/2026;536;R$ 69.334,03;R$ 0,00;R$ 0,00;R$ 0,00;R$ 11.225,51;R$ 0,00;;R$ 0,00;;0,0%;;0,0%;;"";25/12/2026;AMFI CONSULTING LTDA;;Oferta Pública;Recebível de Cartão / CCB / Nota Comercial / CPR / Duplicata / Ativo Judicial;Captação finalizada
E-ctare Pool #1;Pool;28/02/2027;601;R$ 10.438.379,56;R$ 8.307.240,82;R$ 2.131.138,74;R$ 7.262.256,53;R$ 3.553.380,10;R$ 25.000,00;R$ 1,02;R$ 0,00;20,4%;20,0%;7,8%;402.257,1%;1,8%;Percentual mínimo de garantias;28/07/2025;ECTARE PAY SERVICOS DE GESTAO DE PAGAMENTOS S/A,;;Oferta Privada;CPR / Duplicata;Captação finalizada
Credmei Pool #1;Pool;15/03/2027;616;R$ 22.520.316,03;R$ 18.026.863,75;R$ 4.493.452,28;R$ 18.430.768,73;R$ 89.061,62;R$ 0,00;R$ 1,05;R$ 0,00;19,8%;10,0%;1,6%;384.191,2%;3,0%;"";13/04/2026;CREDMEI SECURITIZADORA S/A;;Oferta Privada;Duplicata;Captação finalizada
Pool Nexo #1;Pool;26/03/2027;627;R$ 143.593,37;R$ 76.119,08;R$ 67.474,28;R$ 0,00;R$ 1.142,14;R$ 0,00;R$ 0,00;R$ 0,00;;5,0%;;0,0%;;"";26/03/2027;AMFI CONSULTING LTDA;;Oferta Privada;Recebível de Cartão / CCB / Nota Comercial / CPR / Duplicata / Ativo Judicial;Captação finalizada
a55 Cartão Pool #1;Pool;01/04/2027;633;R$ 12.558.764,83;R$ 0,00;R$ 12.558.764,83;R$ 12.555.781,63;R$ 2.889,51;R$ 0,00;;R$ 0,00;100,0%;1,0%;3,5%;0,0%;1,6%;"";;A55 PAYMENTS LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Recebível de Cartão;Captação finalizada
Faighus Pool #1;Pool;14/06/2027;707;R$ 1.407.028,16;R$ 1.012.896,25;R$ 394.131,91;R$ 1.069.724,12;R$ 312.691,71;R$ 25.000,00;R$ 1,13;R$ 0,00;28,0%;25,0%;2,8%;387,7%;6,7%;"";13/07/2025;FAIGHUS SECURITIZADORA S.A.;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Captação finalizada
Chronos Pool #1;Pool;14/06/2027;707;R$ 1.330.768,59;R$ 1.005.884,26;R$ 324.884,33;R$ 380.291,81;R$ 925.476,78;R$ 25.000,00;R$ 0,39;R$ 0,00;24,4%;25,0%;;0,0%;9,2%;Concentração máx por cedente em percentual;13/01/2027;CHRONOS SECURITIZADORA S/A;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Captação finalizada
Price Pool #1 ;Pool;24/06/2027;717;R$ 941.234,03;R$ 755.045,77;R$ 186.188,26;R$ 349.955,51;R$ 566.278,52;R$ 25.000,00;R$ 0,48;R$ 0,00;19,8%;20,0%;;0,0%;5,7%;Concentração máx por sacado, Concentração máx por cedente em percentual;24/07/2025;PRICE SECURITIZADORA S/A;;Oferta Privada;Duplicata;Captação finalizada
Blipay Pool #2;Pool;13/07/2027;736;R$ 1.101.949,37;R$ 964.901,64;R$ 137.047,72;R$ 2.195.875,06;R$ 670.497,87;R$ 25.000,00;R$ 2,65;R$ 0,00;12,4%;30,0%;185,6%;1.394.467,9%;35,4%;Nível crítico de Subordinação da tranche Sênior;13/02/2027;BLIPAY INTERMEDIACAO DE NEGOCIOS E TECNOLOGIA LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;CCB;Captação finalizada
Maralto Pool #2;Pool;06/08/2027;760;R$ 1.409.190,92;R$ 1.512.370,86;R$ 0,00;R$ 0,00;R$ 32.934,97;R$ 0,00;R$ 0,00;R$ 0,00;;0,0%;;0,0%;;"";06/08/2027;AMFI CONSULTING LTDA;;Oferta Privada;Recebível de Cartão / Nota Comercial / CPR / Duplicata / CCB / Ativo Judicial;Em captação
Credmei Pool #2;Pool;28/10/2027;843;R$ 23.700.159,32;R$ 20.665.849,10;R$ 3.034.310,22;R$ 21.709.977,66;R$ 17.724,01;R$ 0,00;R$ 1,09;R$ 0,00;12,8%;10,0%;0,7%;197.954,5%;2,8%;"";14/10/2027;CREDMEI SECURITIZADORA S/A;;Oferta Privada;Duplicata;Captação finalizada
AmFi Renda Mensal;Pool;19/11/2027;865;R$ 4.633.618,50;R$ 1.982.470,27;R$ 586.788,31;R$ 0,00;R$ 2.060,49;R$ 0,00;R$ 0,00;R$ 0,00;;25,0%;;0,0%;;"";21/07/2025;AMFI CONSULTING LTDA;;Oferta Pública;CCB / Recebível de Cartão / Duplicata / Nota Comercial;Captação finalizada
B.Invest Pool #1;Pool;23/11/2027;869;R$ 45.859.232,14;R$ 38.188.944,40;R$ 5.986.844,81;R$ 39.112.848,53;R$ 1.856.714,83;R$ 18.000,00;R$ 1,08;R$ 5.004.995,00;16,7%;15,0%;2,8%;100.029,5%;3,1%;"";21/12/2026;B.Invest Securitizadora de Créditos S.A.;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Em captação
Formento Pool #4;Pool;02/12/2027;878;R$ 2.548.437,20;R$ 2.036.542,00;R$ 511.895,20;R$ 2.120.127,26;R$ 404.246,68;R$ 25.000,00;R$ 1,08;R$ 0,00;20,1%;20,0%;0,5%;936,7%;4,2%;"";02/08/2025;Formento Securitizadora S.A.;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Captação finalizada
Baru Pool #2;Pool;10/12/2027;886;R$ 6.746.795,38;R$ 5.062.765,26;R$ 1.684.030,12;R$ 6.746.399,67;R$ 0,00;R$ 25.000,00;R$ 1,69;R$ 0,00;24,9%;25,0%;0,4%;95,9%;1,9%;Concentração máx por sacado, Nível crítico de Subordinação da tranche Sênior;10/07/2025;GRIFFIN CAPITAL S.A. SECURITIZADORA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;CCB;Captação finalizada
BMDC Pool #2;Pool;30/12/2027;906;R$ 599.176,67;R$ 399.930,14;R$ 199.246,53;R$ 534.115,40;R$ 40.061,27;R$ 25.000,00;R$ 1,79;R$ 0,00;33,3%;20,0%;;0,0%;2,0%;Concentração máx por sacado;30/12/2027;BMDC SECURITIZADORA SA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;CCB;Em captação
UnionNational Pool #5;Pool;03/01/2028;910;R$ 9.752.984,29;R$ 7.615.953,00;R$ 2.137.031,28;R$ 8.060.183,89;R$ 1.664.356,84;R$ 30.000,00;R$ 1,08;R$ 0,00;21,9%;20,0%;0,7%;1.556,4%;2,1%;"";02/02/2027;SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.;;Oferta Privada;Duplicata;Em captação
Poenatela Pool #1;Pool;03/01/2028;910;R$ 11.262.267,72;R$ 8.176.882,69;R$ 3.085.385,02;R$ 10.820.135,32;R$ 437.158,89;R$ 22.500,00;R$ 1,36;R$ 0,00;27,4%;20,0%;5,7%;17.526,5%;3,7%;"";02/02/2027;RM2 SECURITIZADORA S.A;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Captação finalizada
a55 Cartão Pool #2;Pool;14/02/2028;952;R$ 11.002.855,25;R$ 9.926.295,15;R$ 1.076.560,10;R$ 11.029.173,51;R$ 67.029,74;R$ 25.000,00;R$ 1,26;R$ 0,00;9,8%;10,0%;8,9%;110.262,1%;1,6%;"";14/09/2027;A55 PAYMENTS LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Recebível de Cartão;Captação finalizada
Digcap Pool #4;Pool;14/02/2028;952;R$ 1.822.832,16;R$ 1.609.216,53;R$ 213.615,63;R$ 1.809.658,52;R$ 0,00;R$ 15.000,00;R$ 1,81;R$ 0,00;11,7%;10,0%;;0,0%;3,7%;"";14/02/2028;Digcap Intermediação de Créditos Judiciais Ltda	;;Oferta Pública;Ativo Judicial;Captação finalizada
Formento Pool #3;Pool;01/03/2028;968;R$ 2.567.920,78;R$ 2.069.237,16;R$ 498.683,62;R$ 2.559.982,57;R$ 1.688,21;R$ 6.250,00;R$ 1,27;R$ 0,00;19,4%;20,0%;1,6%;0,0%;2,3%;"";30/09/2025;Formento Securitizadora S.A.;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Captação finalizada
AFA Pool #1;Pool;07/03/2028;974;R$ 26.938.191,90;R$ 21.182.171,82;R$ 2.023.518,59;R$ 5.184.388,51;R$ 1.190.172,48;R$ 30.000,00;R$ 0,25;R$ 20.535.650,23;21,4%;25,0%;0,2%;2.019,3%;2,8%;"";07/10/2026;AFA CONSULTORIA DE CREDITO UNIPESSOAL LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Captação finalizada
LeCapital Pool #1;Pool;17/03/2028;984;R$ 8.712.734,70;R$ 6.535.774,31;R$ 2.176.960,39;R$ 2.783.983,77;R$ 1.479.095,74;R$ 30.000,00;R$ 0,43;R$ 4.419.655,19;25,0%;25,0%;;0,0%;3,8%;"";17/10/2026;LECAPITAL SECURITIZADORA S/A;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Captação finalizada
Up Vendas Pool #2;Pool;28/04/2028;1026;R$ 4.226.358,59;R$ 2.596.854,12;R$ 1.629.504,48;R$ 4.123.385,56;R$ 117.067,11;R$ 7.500,00;R$ 1,66;R$ 0,00;38,6%;20,0%;1,5%;20.616,9%;1,8%;"";31/05/2027;Up Vendas;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Recebível de Cartão;Em captação
AmFi Renda Mensal #2;Pool;05/06/2028;1064;R$ 156.209,45;R$ 74.629,87;R$ 51.790,22;R$ 0,00;R$ 21.287,96;R$ 5.000,00;R$ 0,00;R$ 0,00;;25,0%;;0,0%;;"";05/06/2028;AMFI CONSULTING LTDA;;Oferta Pública;Duplicata / CPR / Nota Comercial / CCB / Ativo Judicial;Em captação
 LC INVESTE Private;Pool;31/08/2028;1151;R$ 457,80;R$ 0,00;R$ 457,80;R$ 0,00;R$ 457,80;R$ 0,00;;R$ 0,00;100,0%;99,0%;;0,0%;;"";;LC Investe LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Ativo Judicial;Captação finalizada
Pool Nexo #2;Pool;31/03/2029;1363;R$ 634.840,33;R$ 634.626,41;R$ 213,92;R$ 0,00;R$ 14.856,33;R$ 0,00;R$ 0,00;R$ 0,00;;0,0%;;0,0%;;"";31/03/2029;AMFI CONSULTING LTDA;;Oferta Privada;Recebível de Cartão / CCB / Nota Comercial / CPR / Duplicata / Ativo Judicial;Em captação
AmFi Alta Liquidez #2;Pool;;;R$ 3.395.132,07;R$ 1.897.018,58;R$ 543.988,12;R$ 0,00;R$ 168.291,31;R$ 0,00;R$ 0,00;R$ 0,00;;40,0%;;0,0%;;"";;AMFI CONSULTING LTDA;;Oferta Pública;Recebível de Cartão / CCB / Nota Comercial / CPR / Duplicata / Ativo Judicial;Em captação
AmFi Alta Liquidez;Pool;;;R$ 4.941.983,67;R$ 2.152.655,33;R$ 1.039.644,54;R$ 0,00;R$ 45.959,59;R$ 0,00;R$ 0,00;R$ 0,00;;40,0%;;0,0%;;"";;AMFI CONSULTING LTDA;;Oferta Pública;Recebível de Cartão / Nota Comercial / CCB / CPR / Ativo Judicial / Duplicata;Captação finalizada
