Nome;Tipo de Produto;Data de vencimento;Prazo até o vencimento;PL;SR;JR;Carteira;Caixa Livre;Fundo de Reserva;R.G.;Saldo em Aplicações;I.S.;I.S. (Tranche);% de Atraso;% de PDD;Rentabilidade Média Ativos %;Desenquadramentos;Próximo Pagamento;Originador;Emissor;Tipo de Oferta Sênior;Tipos de Ativos;Status do Pool
LeCapital Pool #2;Pool;08/07/2027;723;R$ 2.598.306,68;R$ 2.001.565,38;R$ 596.741,30;R$ 201.480,68;R$ 2.371.826,00;R$ 25.000,00;R$ 0,11;R$ 0,00;;20,0%;;0,0%;4,7%;"";08/08/2025;LECAPITAL SECURITIZADORA S/A;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata / Nota Comercial / CCB;Em captação
Blipay Pool #2;Pool;13/07/2027;728;R$ 1.947.816,50;R$ 969.873,38;R$ 977.943,12;R$ 3.262.390,30;R$ 5.207,87;R$ 25.000,00;R$ 4,12;R$ 0,00;50,2%;30,0%;84,8%;1.100.858,4%;33,9%;"";13/02/2027;BLIPAY INTERMEDIACAO DE NEGOCIOS E TECNOLOGIA LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;CCB;Captação finalizada
Maralto Pool #2;Pool;06/08/2027;752;R$ 1.480.945,92;R$ 1.541.508,55;R$ 0,00;R$ 0,00;R$ 0,01;R$ 0,00;R$ 0,00;R$ 0,00;;0,0%;;0,0%;;"";06/08/2027;AMFI CONSULTING LTDA;;Oferta Privada;Recebível de Cartão / Nota Comercial / CPR / Duplicata / CCB / Ativo Judicial;Em captação
Credmei Pool #2;Pool;28/10/2027;835;R$ 23.119.468,19;R$ 20.774.353,86;R$ 2.345.114,32;R$ 22.637.160,62;R$ 0,00;R$ 0,00;R$ 1,12;R$ 0,00;10,1%;10,0%;3,1%;249.118,3%;2,8%;"";14/10/2027;CREDMEI SECURITIZADORA S/A;;Oferta Privada;Duplicata;Captação finalizada
AmFi Renda Mensal;Pool;19/11/2027;857;R$ 4.654.752,52;R$ 1.991.574,25;R$ 588.641,10;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;25,0%;;0,0%;;"";21/07/2025;AMFI CONSULTING LTDA;;Oferta Pública;CCB / Recebível de Cartão / Duplicata / Nota Comercial;Captação finalizada
B.Invest Pool #1;Pool;23/11/2027;861;R$ 46.057.948,03;R$ 38.359.978,10;R$ 6.005.852,92;R$ 41.311.462,11;R$ 3.917.893,69;R$ 18.000,00;R$ 1,14;R$ 1.006.449,75;16,7%;15,0%;4,8%;196.279,4%;3,1%;"";21/12/2026;B.Invest Securitizadora de Créditos S.A.;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Em captação
Formento Pool #4;Pool;02/12/2027;870;R$ 2.574.978,72;R$ 2.046.239,39;R$ 528.739,33;R$ 2.546.532,69;R$ 3.979,35;R$ 25.000,00;R$ 1,29;R$ 0,00;20,5%;20,0%;0,2%;533,3%;4,2%;"";02/08/2025;Formento Securitizadora S.A.;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Captação finalizada
Baru Pool #2;Pool;10/12/2027;878;R$ 6.780.655,12;R$ 5.086.587,29;R$ 1.694.067,83;R$ 6.692.979,34;R$ 63.008,53;R$ 25.000,00;R$ 1,67;R$ 0,00;25,0%;25,0%;1,0%;332,8%;1,9%;Concentração máx por sacado;10/08/2025;GRIFFIN CAPITAL S.A. SECURITIZADORA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;CCB;Captação finalizada
BMDC Pool #2;Pool;30/12/2027;898;R$ 669.773,35;R$ 469.822,83;R$ 199.950,52;R$ 536.961,53;R$ 107.811,82;R$ 25.000,00;R$ 1,53;R$ 0,00;29,9%;20,0%;;0,0%;2,0%;Concentração máx por sacado;30/12/2027;BMDC SECURITIZADORA SA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Pública;CCB;Em captação
UnionNational Pool #5;Pool;03/01/2028;902;R$ 9.801.241,31;R$ 7.651.788,65;R$ 2.149.452,66;R$ 8.673.756,13;R$ 1.110.126,64;R$ 30.000,00;R$ 1,16;R$ 0,00;21,9%;20,0%;1,2%;12.641,5%;2,1%;"";02/02/2027;SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.;;Oferta Privada;Duplicata;Em captação
Poenatela Pool #1;Pool;03/01/2028;902;R$ 11.342.160,16;R$ 8.216.278,24;R$ 3.125.881,92;R$ 10.700.770,97;R$ 662.417,26;R$ 22.500,00;R$ 1,34;R$ 0,00;27,6%;20,0%;12,2%;43.528,1%;3,7%;"";02/02/2027;RM2 SECURITIZADORA S.A;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Captação finalizada
Cia Paulista Pool #1;Pool;11/01/2028;910;R$ 440.000,00;R$ 0,00;R$ 440.000,00;R$ 0,00;R$ 415.000,00;R$ 25.000,00;;R$ 0,00;;20,0%;;0,0%;;"";11/02/2027;COMPANHIA PAULISTA DE CREDITO SECURITIZADORA s A;Companhia Securitizadora X S.A;Oferta Privada;Duplicata;Pré-captação
a55 Cartão Pool #2;Pool;14/02/2028;944;R$ 11.323.755,12;R$ 10.160.901,57;R$ 1.162.853,55;R$ 11.296.354,43;R$ 10.486,61;R$ 25.000,00;R$ 1,12;R$ 0,00;10,3%;10,0%;0,0%;0,0%;1,6%;"";14/09/2027;A55 PAYMENTS LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Recebível de Cartão;Captação finalizada
Digcap Pool #4;Pool;14/02/2028;944;R$ 1.822.491,70;R$ 1.615.512,12;R$ 206.979,58;R$ 1.817.006,25;R$ 0,00;R$ 15.000,00;R$ 1,79;R$ 0,00;11,4%;10,0%;;0,0%;3,7%;"";14/02/2028;Digcap Intermediação de Créditos Judiciais Ltda	;;Oferta Pública;Ativo Judicial;Captação finalizada
Formento Pool #3;Pool;01/03/2028;960;R$ 2.581.720,56;R$ 2.079.438,46;R$ 502.282,10;R$ 2.576.242,64;R$ 870,54;R$ 6.250,00;R$ 1,27;R$ 0,00;19,5%;20,0%;3,8%;1.642,6%;2,3%;"";30/09/2025;Formento Securitizadora S.A.;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Captação finalizada
AFA Pool #1;Pool;07/03/2028;966;R$ 26.969.624,47;R$ 21.279.445,46;R$ 1.939.276,36;R$ 5.960.458,10;R$ 441.693,75;R$ 30.000,00;R$ 0,28;R$ 20.557.438,15;21,1%;25,0%;7,0%;19.965,5%;2,6%;"";07/10/2026;AFA CONSULTORIA DE CREDITO UNIPESSOAL LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Captação finalizada
LeCapital Pool #1;Pool;17/03/2028;976;R$ 8.773.264,52;R$ 6.565.045,55;R$ 2.208.218,97;R$ 3.025.351,31;R$ 3.899.257,34;R$ 30.000,00;R$ 0,47;R$ 1.818.655,87;25,2%;25,0%;;0,0%;3,6%;"";17/10/2026;LECAPITAL SECURITIZADORA S/A;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Duplicata;Captação finalizada
Up Vendas Pool #2;Pool;28/04/2028;1018;R$ 4.991.644,58;R$ 3.364.136,68;R$ 1.627.507,90;R$ 4.970.024,03;R$ 46.378,17;R$ 7.500,00;R$ 1,54;R$ 0,00;32,9%;20,0%;5,1%;24.850,1%;1,8%;"";31/05/2027;Up Vendas;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Recebível de Cartão;Em captação
AmFi Renda Mensal #2;Pool;05/06/2028;1056;R$ 237.060,30;R$ 155.164,10;R$ 51.959,98;R$ 0,00;R$ 428,95;R$ 0,00;R$ 0,00;R$ 0,00;;25,0%;;0,0%;;"";05/08/2025;AMFI CONSULTING LTDA;;Oferta Pública;Duplicata / CPR / Nota Comercial / CCB / Ativo Judicial;Em captação
 LC INVESTE Private;Pool;31/08/2028;1143;R$ 457,80;R$ 0,00;R$ 457,80;R$ 0,00;R$ 457,80;R$ 0,00;;R$ 0,00;100,0%;99,0%;;0,0%;;"";;LC Investe LTDA;AMFI COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS I SA;Oferta Privada;Ativo Judicial;Captação finalizada
Pool Nexo #2;Pool;31/03/2029;1355;R$ 634.676,25;R$ 637.323,43;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;0,0%;;0,0%;;"";31/03/2029;AMFI CONSULTING LTDA;;Oferta Privada;Recebível de Cartão / CCB / Nota Comercial / CPR / Duplicata / Ativo Judicial;Em captação
AmFi Alta Liquidez #2;Pool;;;R$ 3.802.586,55;R$ 2.070.611,89;R$ 568.932,31;R$ 0,00;R$ 4.748,69;R$ 0,00;R$ 0,00;R$ 0,00;;40,0%;;0,0%;;"";;AMFI CONSULTING LTDA;;Oferta Pública;Recebível de Cartão / CCB / Nota Comercial / CPR / Duplicata / Ativo Judicial;Em captação
AmFi Alta Liquidez;Pool;;;R$ 4.965.363,98;R$ 2.161.803,64;R$ 1.045.643,68;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;;40,0%;;0,0%;;"";;AMFI CONSULTING LTDA;;Oferta Pública;Recebível de Cartão / Nota Comercial / CCB / CPR / Ativo Judicial / Duplicata;Captação finalizada
